"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","Severity","CVSSv2","Build Coordinates","CPE Confidence","Evidence Count"
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.historic.bugs.patches-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.historic.overalldailynumberofbugzillapatches/target/org.eclipse.scava.metricprovider.historic.bugs.patches-1.0.0-SNAPSHOT.jar,,,ec892c0e93e5268127033ce15e75704b,72ef96f9e76754e2c1dbe41ee62c0d8770ae7af4,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.patches:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.patches:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.importer.eclipse-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.trans.importer.eclipse/target/org.eclipse.scava.metricprovider.trans.importer.eclipse-1.0.0-SNAPSHOT.jar,,,0e3e27514dd4790aa69799119ae9463e,48d39d5a2e4eee24a6fb5d5736025cf79366f321,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.importer.eclipse:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.importer.eclipse:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.importer.eclipse-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.trans.importer.eclipse/target/org.eclipse.scava.metricprovider.trans.importer.eclipse-1.0.0-SNAPSHOT.jar,,,0e3e27514dd4790aa69799119ae9463e,48d39d5a2e4eee24a6fb5d5736025cf79366f321,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.importer.eclipse:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.importer.eclipse:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime/target/org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime-1.0.0-SNAPSHOT.jar,,,b6f5156fc82eb1f5dcc0b5c926d77fc5,5ad2cbfcc5b47c011a10b47c733d4372839420d3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime/target/org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime-1.0.0-SNAPSHOT.jar,,,b6f5156fc82eb1f5dcc0b5c926d77fc5,5ad2cbfcc5b47c011a10b47c733d4372839420d3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.bugs.severityresponsetime:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.restlet.ext.jetty_2.3.0.v20141217-1730.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/win32/win32/x86_64/plugins/org.restlet.ext.jetty_2.3.0.v20141217-1730.jar,,,0a30dc74e280543da7df62d193452163,ba0de17c453d6b857c52745fafc856737a49d0ad,org.eclipse.scava:org.restlet.ext.jetty:2.3.0.v20141217-1730,cpe:/a:eclipse:jetty:2.3.0.v20141217,CVE-2017-7656,CWE-284 Improper Access Control,"In Eclipse Jetty, versions 9.2.x and older, 9.3.x (all configurations), and 9.4.x (non-default configuration with RFC2616 compliance enabled), HTTP/0.9 is handled poorly. An HTTP/1 style request line (i.e. method space URI space version) that declares a version of HTTP/0.9 was accepted and treated as a 0.9 request. If deployed behind an intermediary that also accepted and passed through the 0.9 version (but did not act on it), then the response sent could be interpreted by the intermediary as HTTP/1 headers. This could be used to poison the cache if the server allowed the origin client to generate arbitrary content in the response.",NVD,"Medium",5.0,org.eclipse.scava:org.restlet.ext.jetty:2.3.0.v20141217-1730,LOW,32
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.restlet.ext.jetty_2.3.0.v20141217-1730.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/win32/win32/x86_64/plugins/org.restlet.ext.jetty_2.3.0.v20141217-1730.jar,,,0a30dc74e280543da7df62d193452163,ba0de17c453d6b857c52745fafc856737a49d0ad,org.eclipse.scava:org.restlet.ext.jetty:2.3.0.v20141217-1730,cpe:/a:eclipse:jetty:2.3.0.v20141217,CVE-2017-7657,CWE-190 Integer Overflow or Wraparound,"In Eclipse Jetty, versions 9.2.x and older, 9.3.x (all configurations), and 9.4.x (non-default configuration with RFC2616 compliance enabled), transfer-encoding chunks are handled poorly. The chunk length parsing was vulnerable to an integer overflow. Thus a large chunk size could be interpreted as a smaller chunk size and content sent as chunk body could be interpreted as a pipelined request. If Jetty was deployed behind an intermediary that imposed some authorization and that intermediary allowed arbitrarily large chunks to be passed on unchanged, then this flaw could be used to bypass the authorization imposed by the intermediary as the fake pipelined request would not be interpreted by the intermediary as a request.",NVD,"High",7.5,org.eclipse.scava:org.restlet.ext.jetty:2.3.0.v20141217-1730,LOW,32
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.restlet.ext.jetty_2.3.0.v20141217-1730.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/win32/win32/x86_64/plugins/org.restlet.ext.jetty_2.3.0.v20141217-1730.jar,,,0a30dc74e280543da7df62d193452163,ba0de17c453d6b857c52745fafc856737a49d0ad,org.eclipse.scava:org.restlet.ext.jetty:2.3.0.v20141217-1730,cpe:/a:eclipse:jetty:2.3.0.v20141217,CVE-2017-7658,CWE-19 Data Processing Errors,"In Eclipse Jetty Server, versions 9.2.x and older, 9.3.x (all non HTTP/1.x configurations), and 9.4.x (all HTTP/1.x configurations), when presented with two content-lengths headers, Jetty ignored the second. When presented with a content-length and a chunked encoding header, the content-length was ignored (as per RFC 2616). If an intermediary decided on the shorter length, but still passed on the longer body, then body content could be interpreted by Jetty as a pipelined request. If the intermediary was imposing authorization, the fake pipelined request would bypass that authorization.",NVD,"High",7.5,org.eclipse.scava:org.restlet.ext.jetty:2.3.0.v20141217-1730,LOW,32
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.restlet.ext.jetty_2.3.0.v20141217-1730.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/win32/win32/x86_64/plugins/org.restlet.ext.jetty_2.3.0.v20141217-1730.jar,,,0a30dc74e280543da7df62d193452163,ba0de17c453d6b857c52745fafc856737a49d0ad,org.eclipse.scava:org.restlet.ext.jetty:2.3.0.v20141217-1730,cpe:/a:eclipse:jetty:2.3.0.v20141217,CVE-2017-9735,CWE-200 Information Exposure,"Jetty through 9.4.x is prone to a timing channel in util/security/Password.java, which makes it easier for remote attackers to obtain access by observing elapsed times before rejection of incorrect passwords.",NVD,"Medium",5.0,org.eclipse.scava:org.restlet.ext.jetty:2.3.0.v20141217-1730,LOW,32
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",ws-commons-util-1.0.2.jar,/home/boris/Projects/gh_crossminer_scava/migration/third-party/org.apache.ws.commons/ws-commons-util-1.0.2.jar,"This is a small collection of utility classes, that allow high performance XML       processing based on SAX. Basically, it is assumed, that you are using an JAXP       1.1 compliant XML parser and nothing else. In particular, no dependency on the       javax.xml.transform package is introduced.","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",e0d2efe441e2dec803c7749c10725f61,3f478e6def772c19d1053f61198fa1f6a6119238,org.apache.ws.commons.util:ws-commons-util:1.0.2,cpe:/a:ws_project:ws:1.0.2,CVE-2016-10542,CWE-20 Improper Input Validation,"ws is a ""simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455"". By sending an overly long websocket payload to a `ws` server, it is possible to crash the node process. This affects ws 1.1.0 and earlier.",NVD,"Medium",5.0,org.apache.ws.commons.util:ws-commons-util:1.0.2,LOW,24
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.newsgroups.emotions-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.overallemotionsnntp/target/org.eclipse.scava.metricprovider.trans.newsgroups.emotions-1.0.0-SNAPSHOT.jar,,,057f280dfaecc919e3b48d03a30a8722,cf88063af317627dacfbc4e8e7b8871e69bd2903,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.emotions:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.emotions:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.newsgroups.emotions-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.overallemotionsnntp/target/org.eclipse.scava.metricprovider.trans.newsgroups.emotions-1.0.0-SNAPSHOT.jar,,,057f280dfaecc919e3b48d03a30a8722,cf88063af317627dacfbc4e8e7b8871e69bd2903,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.emotions:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.emotions:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.apache.httpcomponents.httpasyncclient_4.0.1.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/linux/gtk/x86_64/plugins/org.apache.httpcomponents.httpasyncclient_4.0.1.jar,,,fb1171320cdd181ec8487e05d7dab18b,e09ab400e91bf14df6ca029f73fc1371cb86183d,org.eclipse.scava:org.apache.httpcomponents.httpasyncclient:4.0.1,cpe:/a:apache:httpasyncclient:4.0.1,CVE-2014-3577,,"org.apache.http.conn.ssl.AbstractVerifier in Apache HttpComponents HttpClient before 4.3.5 and HttpAsyncClient before 4.0.2 does not properly verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via a ""CN="" string in a field in the distinguished name (DN) of a certificate, as demonstrated by the ""foo,CN=www.apache.org"" string in the O field.",NVD,"Medium",5.8,org.eclipse.scava:org.apache.httpcomponents.httpasyncclient:4.0.1,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.apache.ws.commons_1.0.0.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/repository/plugins/org.apache.ws.commons_1.0.0.jar,,,371152abd214867ef158b5c3958afc6c,14258f6bb9d8ca45edecaf0a73b309baa49efcbb,org.eclipse.scava:org.apache.ws.commons:1.0.0,cpe:/a:ws_project:ws:1.0.0,CVE-2016-10542,CWE-20 Improper Input Validation,"ws is a ""simple to use, blazing fast and thoroughly tested websocket client, server and console for node.js, up-to-date against RFC-6455"". By sending an overly long websocket payload to a `ws` server, it is possible to crash the node process. This affects ws 1.1.0 and earlier.",NVD,"Medium",5.0,org.eclipse.scava:org.apache.ws.commons:1.0.0,LOW,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.historic.newsgroups.topics-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.historic.newsgroups.topics/target/org.eclipse.scava.metricprovider.historic.newsgroups.topics-1.0.0-SNAPSHOT.jar,,,e6bfe7deec564aba3066d6b4d5ff015a,645b6f8425253316618d0d9852e768207e5aa169,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.newsgroups.topics:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.newsgroups.topics:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.historic.newsgroups.topics-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.historic.newsgroups.topics/target/org.eclipse.scava.metricprovider.historic.newsgroups.topics-1.0.0-SNAPSHOT.jar,,,e6bfe7deec564aba3066d6b4d5ff015a,645b6f8425253316618d0d9852e768207e5aa169,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.newsgroups.topics:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.historic.newsgroups.topics:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",jsoup-1.7.3.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/platform-extensions/org.eclipse.scava.repository.model.importerdependencies/lib/jsoup-1.7.3.jar,jsoup HTML parser,The MIT License: http://jsoup.com/license,88f756b1c4eebee165f94b3e9b1c183f,ab1f22cadc2f8b514e55ba368f5128056fe304da,org.jsoup:jsoup:1.7.3,cpe:/a:jsoup:jsoup:1.7.3,CVE-2015-6748,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in jsoup before 1.8.3.,NVD,"Medium",4.3,org.jsoup:jsoup:1.7.3,LOW,25
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.e4.core.services_2.0.0.v20150403-1912.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/macosx/cocoa/x86_64/Eclipse.app/Contents/Eclipse/plugins/org.eclipse.e4.core.services_2.0.0.v20150403-1912.jar,,,4a8b181c9a29a827d2096db675795827,1bda079159a42238022d9e5ad0dcacd382e51dbc,"",cpe:/a:eclipse:eclipse_ide:2.0.0.v20150403,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,"",LOW,20
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.e4.core.services_2.0.0.v20150403-1912.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/releng/org.eclipse.scava.product/target/products/scava-product/macosx/cocoa/x86_64/Eclipse.app/Contents/Eclipse/plugins/org.eclipse.e4.core.services_2.0.0.v20150403-1912.jar,,,4a8b181c9a29a827d2096db675795827,1bda079159a42238022d9e5ad0dcacd382e51dbc,"",cpe:/a:eclipse:eclipse_ide:2.0.0.v20150403,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,"",LOW,20
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.newsgroups.contentclasses-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.contentclassesnntp/target/org.eclipse.scava.metricprovider.trans.newsgroups.contentclasses-1.0.0-SNAPSHOT.jar,,,4b8df409d94fcd392a3ce3f35ad9c016,944b9e10e0fb73e6f3cea7312a397b135d8e59e9,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.contentclasses:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2008-7271,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE, possibly 3.3.2, allow remote attackers to inject arbitrary web script or HTML via (1) the searchWord parameter to help/advanced/searchView.jsp or (2) the workingSet parameter in an add action to help/advanced/workingSetManager.jsp, a different issue than CVE-2010-4647.",NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.contentclasses:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",org.eclipse.scava.metricprovider.trans.newsgroups.contentclasses-1.0.0-SNAPSHOT.jar,/home/boris/Projects/gh_crossminer_scava/metric-platform/metric-providers/org.eclipse.scava.metricprovider.contentclassesnntp/target/org.eclipse.scava.metricprovider.trans.newsgroups.contentclasses-1.0.0-SNAPSHOT.jar,,,4b8df409d94fcd392a3ce3f35ad9c016,944b9e10e0fb73e6f3cea7312a397b135d8e59e9,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.contentclasses:1.0.0-SNAPSHOT,cpe:/a:eclipse:eclipse_ide:1.0,CVE-2010-4647,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in the Help Contents web application (aka the Help Server) in Eclipse IDE before 3.6.2 allow remote attackers to inject arbitrary web script or HTML via the query string to (1) help/index.jsp or (2) help/advanced/content.jsp.,NVD,"Medium",4.3,org.eclipse.scava:org.eclipse.scava.metricprovider.trans.newsgroups.contentclasses:1.0.0-SNAPSHOT,HIGHEST,17
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",scava-api-gateway-1.0.0.jar,/home/boris/Projects/gh_crossminer_scava/api-gateway/org.eclipse.scava.apigateway/target/scava-api-gateway-1.0.0.jar,,,bbfdb62a36de645814c37b39cefe4ea0,b75f1c5fcc0be2794137bf78c190442d82605d57,org.eclipse.scava:scava-api-gateway:1.0.0,"cpe:/a:pivotal_software:spring_framework:1.0.0, cpe:/a:pivotal_software:spring_boot:1.0.0, cpe:/a:pivotal:spring_framework:1.0.0",CVE-2016-9878,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"An issue was discovered in Pivotal Spring Framework before 3.2.18, 4.2.x before 4.2.9, and 4.3.x before 4.3.5. Paths provided to the ResourceServlet were not properly sanitized and as a result exposed to directory traversal attacks.",NVD,"Medium",5.0,org.eclipse.scava:scava-api-gateway:1.0.0,"LOW, HIGHEST, LOW",18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",scava-api-gateway-1.0.0.jar,/home/boris/Projects/gh_crossminer_scava/api-gateway/org.eclipse.scava.apigateway/target/scava-api-gateway-1.0.0.jar,,,bbfdb62a36de645814c37b39cefe4ea0,b75f1c5fcc0be2794137bf78c190442d82605d57,org.eclipse.scava:scava-api-gateway:1.0.0,"cpe:/a:pivotal_software:spring_framework:1.0.0, cpe:/a:pivotal_software:spring_boot:1.0.0, cpe:/a:pivotal:spring_framework:1.0.0",CVE-2017-8046,CWE-20 Improper Input Validation,"Malicious PATCH requests submitted to servers using Spring Data REST versions prior to 2.6.9 (Ingalls SR9), versions prior to 3.0.1 (Kay SR1) and Spring Boot versions prior to 1.5.9, 2.0 M6 can use specially crafted JSON data to run arbitrary Java code.",NVD,"High",7.5,org.eclipse.scava:scava-api-gateway:1.0.0,"LOW, HIGHEST, LOW",18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",scava-api-gateway-1.0.0.jar,/home/boris/Projects/gh_crossminer_scava/api-gateway/org.eclipse.scava.apigateway/target/scava-api-gateway-1.0.0.jar,,,bbfdb62a36de645814c37b39cefe4ea0,b75f1c5fcc0be2794137bf78c190442d82605d57,org.eclipse.scava:scava-api-gateway:1.0.0,"cpe:/a:pivotal_software:spring_framework:1.0.0, cpe:/a:pivotal_software:spring_boot:1.0.0, cpe:/a:pivotal:spring_framework:1.0.0",CVE-2018-1196,CWE-59 Improper Link Resolution Before File Access ('Link Following'),"Spring Boot supports an embedded launch script that can be used to easily run the application as a systemd or init.d linux service. The script included with Spring Boot 1.5.9 and earlier and 2.0.0.M1 through 2.0.0.M7 is susceptible to a symlink attack which allows the ""run_user"" to overwrite and take ownership of any file on the same system. In order to instigate the attack, the application must be installed as a service and the ""run_user"" requires shell access to the server. Spring Boot application that are not installed as a service, or are not using the embedded launch script are not susceptible.",NVD,"Medium",4.3,org.eclipse.scava:scava-api-gateway:1.0.0,"LOW, HIGHEST, LOW",18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",scava-api-gateway-1.0.0.jar,/home/boris/Projects/gh_crossminer_scava/api-gateway/org.eclipse.scava.apigateway/target/scava-api-gateway-1.0.0.jar,,,bbfdb62a36de645814c37b39cefe4ea0,b75f1c5fcc0be2794137bf78c190442d82605d57,org.eclipse.scava:scava-api-gateway:1.0.0,"cpe:/a:pivotal_software:spring_framework:1.0.0, cpe:/a:pivotal_software:spring_boot:1.0.0, cpe:/a:pivotal:spring_framework:1.0.0",CVE-2018-1270,CWE-358 Improperly Implemented Security Check for Standard,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack.",NVD,"High",7.5,org.eclipse.scava:scava-api-gateway:1.0.0,"LOW, HIGHEST, LOW",18
gh_crossminer_scava,"oct. 11, 2018 at 16:38:21 +02:00",scava-api-gateway-1.0.0.jar,/home/boris/Projects/gh_crossminer_scava/api-gateway/org.eclipse.scava.apigateway/target/scava-api-gateway-1.0.0.jar,,,bbfdb62a36de645814c37b39cefe4ea0,b75f1c5fcc0be2794137bf78c190442d82605d57,org.eclipse.scava:scava-api-gateway:1.0.0,"cpe:/a:pivotal_software:spring_framework:1.0.0, cpe:/a:pivotal_software:spring_boot:1.0.0, cpe:/a:pivotal:spring_framework:1.0.0",CVE-2018-1271,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to configure Spring MVC to serve static resources (e.g. CSS, JS, images). When static resources are served from a file system on Windows (as opposed to the classpath, or the ServletContext), a malicious user can send a request using a specially crafted URL that can lead a directory traversal attack.",NVD,"Medium",4.3,org.eclipse.scava:scava-api-gateway:1.0.0,"LOW, HIGHEST, LOW",18
